Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 1038 | Yellow Player Wins: 6465 | Round Count: 7503
Red Player wins: 1038 | Yellow Player Wins: 6466 | Round Count: 7504
Red Player wins: 1038 | Yellow Player Wins: 6467 | Round Count: 7505
Red Player wins: 1038 | Yellow Player Wins: 6468 | Round Count: 7506
Red Player wins: 1039 | Yellow Player Wins: 6468 | Round Count: 7507
Red Player wins: 1039 | Yellow Player Wins: 6469 | Round Count: 7508
Red Player wins: 1039 | Yellow Player Wins: 6470 | Round Count: 7509
Red Player wins: 1039 | Yellow Player Wins: 6471 | Round Count: 7510
Red Player wins: 1039 | Yellow Player Wins: 6472 | Round Count: 7511
Red Player wins: 1039 | Yellow Player Wins: 6473 | Round Count: 7512
Red Player wins: 1039 | Yellow Player Wins: 6474 | Round Count: 7513
Red Player wins: 1039 | Yellow Player Wins: 6475 | Round Count: 7514
Red Player wins: 1039 | Yellow Player Wins: 6476 | Round Count: 7515
Red Player wins: 1040 | Yellow Player Wins: 6476 | Round Count: 7516
Red Player wins: 1040 | Yellow Player Wins: 6477 | Round Count: 7517
Red Player wins: 1040 | Yellow Player Wins: 6478 | Round Count: 7518
Red Player wins: 1040 | Yellow Player Wins: 6479 | Round Count: 7519
Red Player wins: 1041 | Yellow Player Wins: 6479 | Round Count: 7520
Red Player wins: 1041 | Yellow Player Wins: 6480 | Round Count: 7521
Red Player wins: 1041 | Yellow Player Wins: 6481 | Round Count: 7522
Red Player wins: 1041 | Yellow Player Wins: 6482 | Round Count: 7523
Red Player wins: 1041 | Yellow Player Wins: 6483 | Round Count: 7524
Red Player wins: 1041 | Yellow Player Wins: 6484 | Round Count: 7525
Red Player wins: 1041 | Yellow Player Wins: 6485 | Round Count: 7526
Red Player wins: 1041 | Yellow Player Wins: 6486 | Round Count: 7527
Red Player wins: 1041 | Yellow Player Wins: 6487 | Round Count: 7528
Red Player wins: 1041 | Yellow Player Wins: 6488 | Round Count: 7529
Red Player wins: 1042 | Yellow Player Wins: 6488 | Round Count: 7530
Red Player wins: 1042 | Yellow Player Wins: 6489 | Round Count: 7531
Red Player wins: 1042 | Yellow Player Wins: 6490 | Round Count: 7532
Red Player wins: 1042 | Yellow Player Wins: 6491 | Round Count: 7533
Red Player wins: 1042 | Yellow Player Wins: 6492 | Round Count: 7534
Red Player wins: 1043 | Yellow Player Wins: 6492 | Round Count: 7535
Red Player wins: 1043 | Yellow Player Wins: 6493 | Round Count: 7536
Red Player wins: 1043 | Yellow Player Wins: 6494 | Round Count: 7537
Red Player wins: 1043 | Yellow Player Wins: 6495 | Round Count: 7538
Red Player wins: 1043 | Yellow Player Wins: 6496 | Round Count: 7539
Red Player wins: 1043 | Yellow Player Wins: 6497 | Round Count: 7540
Red Player wins: 1043 | Yellow Player Wins: 6498 | Round Count: 7541
Red Player wins: 1043 | Yellow Player Wins: 6499 | Round Count: 7542
Red Player wins: 1043 | Yellow Player Wins: 6500 | Round Count: 7543
Red Player wins: 1043 | Yellow Player Wins: 6501 | Round Count: 7544
Red Player wins: 1043 | Yellow Player Wins: 6502 | Round Count: 7545
Red Player wins: 1043 | Yellow Player Wins: 6503 | Round Count: 7546
Red Player wins: 1044 | Yellow Player Wins: 6503 | Round Count: 7547
Red Player wins: 1044 | Yellow Player Wins: 6504 | Round Count: 7548
Red Player wins: 1044 | Yellow Player Wins: 6505 | Round Count: 7549
Red Player wins: 1044 | Yellow Player Wins: 6506 | Round Count: 7550
Red Player wins: 1044 | Yellow Player Wins: 6507 | Round Count: 7551
Red Player wins: 1044 | Yellow Player Wins: 6508 | Round Count: 7552
Red Player wins: 1044 | Yellow Player Wins: 6509 | Round Count: 7553
Red Player wins: 1044 | Yellow Player Wins: 6510 | Round Count: 7554
Red Player wins: 1045 | Yellow Player Wins: 6510 | Round Count: 7555
Red Player wins: 1046 | Yellow Player Wins: 6510 | Round Count: 7556
Red Player wins: 1046 | Yellow Player Wins: 6511 | Round Count: 7557
Red Player wins: 1046 | Yellow Player Wins: 6512 | Round Count: 7558
Red Player wins: 1046 | Yellow Player Wins: 6513 | Round Count: 7559
Red Player wins: 1046 | Yellow Player Wins: 6514 | Round Count: 7560
Red Player wins: 1046 | Yellow Player Wins: 6515 | Round Count: 7561
Red Player wins: 1046 | Yellow Player Wins: 6516 | Round Count: 7562
Red Player wins: 1046 | Yellow Player Wins: 6517 | Round Count: 7563
Red Player wins: 1046 | Yellow Player Wins: 6518 | Round Count: 7564
Red Player wins: 1046 | Yellow Player Wins: 6519 | Round Count: 7565
Red Player wins: 1046 | Yellow Player Wins: 6520 | Round Count: 7566
Red Player wins: 1046 | Yellow Player Wins: 6521 | Round Count: 7567
Red Player wins: 1046 | Yellow Player Wins: 6522 | Round Count: 7568
Red Player wins: 1046 | Yellow Player Wins: 6523 | Round Count: 7569
Red Player wins: 1046 | Yellow Player Wins: 6524 | Round Count: 7570
Red Player wins: 1046 | Yellow Player Wins: 6525 | Round Count: 7571
Red Player wins: 1046 | Yellow Player Wins: 6526 | Round Count: 7572
Red Player wins: 1046 | Yellow Player Wins: 6527 | Round Count: 7573
Red Player wins: 1047 | Yellow Player Wins: 6527 | Round Count: 7574
Red Player wins: 1047 | Yellow Player Wins: 6528 | Round Count: 7575
Red Player wins: 1047 | Yellow Player Wins: 6529 | Round Count: 7576
Red Player wins: 1048 | Yellow Player Wins: 6529 | Round Count: 7577
Red Player wins: 1048 | Yellow Player Wins: 6530 | Round Count: 7578
Red Player wins: 1048 | Yellow Player Wins: 6531 | Round Count: 7579
Red Player wins: 1048 | Yellow Player Wins: 6532 | Round Count: 7580
Red Player wins: 1049 | Yellow Player Wins: 6532 | Round Count: 7581
Red Player wins: 1049 | Yellow Player Wins: 6533 | Round Count: 7582
Red Player wins: 1049 | Yellow Player Wins: 6534 | Round Count: 7583
Red Player wins: 1049 | Yellow Player Wins: 6535 | Round Count: 7584
Red Player wins: 1050 | Yellow Player Wins: 6535 | Round Count: 7585
Red Player wins: 1050 | Yellow Player Wins: 6536 | Round Count: 7586
Red Player wins: 1050 | Yellow Player Wins: 6537 | Round Count: 7587
Red Player wins: 1050 | Yellow Player Wins: 6538 | Round Count: 7588
Red Player wins: 1050 | Yellow Player Wins: 6539 | Round Count: 7589
Red Player wins: 1050 | Yellow Player Wins: 6540 | Round Count: 7590
Red Player wins: 1050 | Yellow Player Wins: 6541 | Round Count: 7591
Red Player wins: 1050 | Yellow Player Wins: 6542 | Round Count: 7592
Red Player wins: 1050 | Yellow Player Wins: 6543 | Round Count: 7593
Red Player wins: 1050 | Yellow Player Wins: 6544 | Round Count: 7594
Red Player wins: 1050 | Yellow Player Wins: 6545 | Round Count: 7595
Red Player wins: 1050 | Yellow Player Wins: 6546 | Round Count: 7596
Red Player wins: 1050 | Yellow Player Wins: 6547 | Round Count: 7597
Red Player wins: 1050 | Yellow Player Wins: 6548 | Round Count: 7598
Red Player wins: 1050 | Yellow Player Wins: 6549 | Round Count: 7599
Red Player wins: 1050 | Yellow Player Wins: 6550 | Round Count: 7600
Red Player wins: 1050 | Yellow Player Wins: 6551 | Round Count: 7601
Red Player wins: 1050 | Yellow Player Wins: 6552 | Round Count: 7602
Red Player wins: 1050 | Yellow Player Wins: 6553 | Round Count: 7603
Red Player wins: 1050 | Yellow Player Wins: 6554 | Round Count: 7604
Red Player wins: 1050 | Yellow Player Wins: 6555 | Round Count: 7605
Red Player wins: 1050 | Yellow Player Wins: 6556 | Round Count: 7606
Red Player wins: 1050 | Yellow Player Wins: 6557 | Round Count: 7607
Red Player wins: 1050 | Yellow Player Wins: 6558 | Round Count: 7608
Red Player wins: 1050 | Yellow Player Wins: 6559 | Round Count: 7609
Red Player wins: 1050 | Yellow Player Wins: 6560 | Round Count: 7610
Red Player wins: 1050 | Yellow Player Wins: 6561 | Round Count: 7611
Red Player wins: 1050 | Yellow Player Wins: 6562 | Round Count: 7612
Red Player wins: 1050 | Yellow Player Wins: 6563 | Round Count: 7613
Red Player wins: 1050 | Yellow Player Wins: 6564 | Round Count: 7614
Red Player wins: 1050 | Yellow Player Wins: 6565 | Round Count: 7615
Red Player wins: 1050 | Yellow Player Wins: 6566 | Round Count: 7616
Red Player wins: 1050 | Yellow Player Wins: 6567 | Round Count: 7617
Red Player wins: 1050 | Yellow Player Wins: 6568 | Round Count: 7618
Red Player wins: 1050 | Yellow Player Wins: 6569 | Round Count: 7619
Red Player wins: 1050 | Yellow Player Wins: 6570 | Round Count: 7620
Red Player wins: 1050 | Yellow Player Wins: 6571 | Round Count: 7621
Red Player wins: 1050 | Yellow Player Wins: 6572 | Round Count: 7622
Red Player wins: 1050 | Yellow Player Wins: 6573 | Round Count: 7623
Red Player wins: 1050 | Yellow Player Wins: 6574 | Round Count: 7624
Red Player wins: 1050 | Yellow Player Wins: 6575 | Round Count: 7625
Red Player wins: 1050 | Yellow Player Wins: 6576 | Round Count: 7626
Red Player wins: 1050 | Yellow Player Wins: 6577 | Round Count: 7627
Red Player wins: 1050 | Yellow Player Wins: 6578 | Round Count: 7628
Red Player wins: 1050 | Yellow Player Wins: 6579 | Round Count: 7629
Red Player wins: 1050 | Yellow Player Wins: 6580 | Round Count: 7630
Red Player wins: 1050 | Yellow Player Wins: 6581 | Round Count: 7631
Red Player wins: 1050 | Yellow Player Wins: 6582 | Round Count: 7632
Red Player wins: 1050 | Yellow Player Wins: 6583 | Round Count: 7633
Red Player wins: 1050 | Yellow Player Wins: 6584 | Round Count: 7634
Red Player wins: 1050 | Yellow Player Wins: 6585 | Round Count: 7635
Red Player wins: 1051 | Yellow Player Wins: 6585 | Round Count: 7636
Red Player wins: 1051 | Yellow Player Wins: 6586 | Round Count: 7637
Red Player wins: 1051 | Yellow Player Wins: 6587 | Round Count: 7638
Red Player wins: 1051 | Yellow Player Wins: 6588 | Round Count: 7639
Red Player wins: 1051 | Yellow Player Wins: 6589 | Round Count: 7640
Red Player wins: 1051 | Yellow Player Wins: 6590 | Round Count: 7641
Red Player wins: 1051 | Yellow Player Wins: 6591 | Round Count: 7642
Red Player wins: 1051 | Yellow Player Wins: 6592 | Round Count: 7643
Red Player wins: 1051 | Yellow Player Wins: 6593 | Round Count: 7644
Red Player wins: 1051 | Yellow Player Wins: 6594 | Round Count: 7645
Red Player wins: 1051 | Yellow Player Wins: 6595 | Round Count: 7646
Red Player wins: 1051 | Yellow Player Wins: 6596 | Round Count: 7647
Red Player wins: 1051 | Yellow Player Wins: 6597 | Round Count: 7648
Red Player wins: 1051 | Yellow Player Wins: 6598 | Round Count: 7649
Red Player wins: 1051 | Yellow Player Wins: 6599 | Round Count: 7650
Red Player wins: 1051 | Yellow Player Wins: 6600 | Round Count: 7651
Red Player wins: 1051 | Yellow Player Wins: 6601 | Round Count: 7652
Red Player wins: 1051 | Yellow Player Wins: 6602 | Round Count: 7653
Red Player wins: 1052 | Yellow Player Wins: 6602 | Round Count: 7654
Red Player wins: 1052 | Yellow Player Wins: 6603 | Round Count: 7655
Red Player wins: 1052 | Yellow Player Wins: 6604 | Round Count: 7656
Red Player wins: 1052 | Yellow Player Wins: 6605 | Round Count: 7657
Red Player wins: 1053 | Yellow Player Wins: 6605 | Round Count: 7658
Red Player wins: 1053 | Yellow Player Wins: 6606 | Round Count: 7659
Red Player wins: 1053 | Yellow Player Wins: 6607 | Round Count: 7660
Red Player wins: 1053 | Yellow Player Wins: 6608 | Round Count: 7661
Red Player wins: 1053 | Yellow Player Wins: 6609 | Round Count: 7662
Red Player wins: 1053 | Yellow Player Wins: 6610 | Round Count: 7663
Red Player wins: 1053 | Yellow Player Wins: 6611 | Round Count: 7664
Red Player wins: 1053 | Yellow Player Wins: 6612 | Round Count: 7665
Red Player wins: 1053 | Yellow Player Wins: 6613 | Round Count: 7666
Red Player wins: 1053 | Yellow Player Wins: 6614 | Round Count: 7667
Red Player wins: 1054 | Yellow Player Wins: 6614 | Round Count: 7668
Red Player wins: 1054 | Yellow Player Wins: 6615 | Round Count: 7669
Red Player wins: 1054 | Yellow Player Wins: 6616 | Round Count: 7670
Red Player wins: 1054 | Yellow Player Wins: 6617 | Round Count: 7671
Red Player wins: 1055 | Yellow Player Wins: 6617 | Round Count: 7672
Red Player wins: 1055 | Yellow Player Wins: 6618 | Round Count: 7673
Red Player wins: 1055 | Yellow Player Wins: 6619 | Round Count: 7674
Red Player wins: 1055 | Yellow Player Wins: 6620 | Round Count: 7675
Red Player wins: 1055 | Yellow Player Wins: 6621 | Round Count: 7676
Red Player wins: 1055 | Yellow Player Wins: 6622 | Round Count: 7677
Red Player wins: 1055 | Yellow Player Wins: 6623 | Round Count: 7678
Red Player wins: 1055 | Yellow Player Wins: 6624 | Round Count: 7679
Red Player wins: 1055 | Yellow Player Wins: 6625 | Round Count: 7680
Red Player wins: 1055 | Yellow Player Wins: 6626 | Round Count: 7681
Red Player wins: 1055 | Yellow Player Wins: 6627 | Round Count: 7682
Red Player wins: 1055 | Yellow Player Wins: 6628 | Round Count: 7683
Red Player wins: 1055 | Yellow Player Wins: 6629 | Round Count: 7684
Red Player wins: 1055 | Yellow Player Wins: 6630 | Round Count: 7685
Red Player wins: 1055 | Yellow Player Wins: 6631 | Round Count: 7686
Red Player wins: 1055 | Yellow Player Wins: 6632 | Round Count: 7687
Red Player wins: 1055 | Yellow Player Wins: 6633 | Round Count: 7688
Red Player wins: 1055 | Yellow Player Wins: 6634 | Round Count: 7689
Red Player wins: 1055 | Yellow Player Wins: 6635 | Round Count: 7690
Red Player wins: 1055 | Yellow Player Wins: 6636 | Round Count: 7691
Red Player wins: 1056 | Yellow Player Wins: 6636 | Round Count: 7692
Red Player wins: 1056 | Yellow Player Wins: 6637 | Round Count: 7693
Red Player wins: 1056 | Yellow Player Wins: 6638 | Round Count: 7694
Red Player wins: 1056 | Yellow Player Wins: 6639 | Round Count: 7695
Red Player wins: 1056 | Yellow Player Wins: 6640 | Round Count: 7696
Red Player wins: 1056 | Yellow Player Wins: 6641 | Round Count: 7697
Red Player wins: 1056 | Yellow Player Wins: 6642 | Round Count: 7698
Red Player wins: 1056 | Yellow Player Wins: 6643 | Round Count: 7699
Red Player wins: 1056 | Yellow Player Wins: 6644 | Round Count: 7700
Red Player wins: 1057 | Yellow Player Wins: 6644 | Round Count: 7701
Red Player wins: 1057 | Yellow Player Wins: 6645 | Round Count: 7702
Red Player wins: 1058 | Yellow Player Wins: 6645 | Round Count: 7703
Red Player wins: 1058 | Yellow Player Wins: 6646 | Round Count: 7704
Red Player wins: 1058 | Yellow Player Wins: 6647 | Round Count: 7705
Red Player wins: 1058 | Yellow Player Wins: 6648 | Round Count: 7706
Red Player wins: 1059 | Yellow Player Wins: 6648 | Round Count: 7707
Red Player wins: 1059 | Yellow Player Wins: 6649 | Round Count: 7708
Red Player wins: 1059 | Yellow Player Wins: 6650 | Round Count: 7709
Red Player wins: 1059 | Yellow Player Wins: 6651 | Round Count: 7710
Red Player wins: 1059 | Yellow Player Wins: 6652 | Round Count: 7711
Red Player wins: 1060 | Yellow Player Wins: 6652 | Round Count: 7712
Red Player wins: 1060 | Yellow Player Wins: 6653 | Round Count: 7713
Red Player wins: 1060 | Yellow Player Wins: 6654 | Round Count: 7714
Red Player wins: 1060 | Yellow Player Wins: 6655 | Round Count: 7715
Red Player wins: 1060 | Yellow Player Wins: 6656 | Round Count: 7716
Red Player wins: 1060 | Yellow Player Wins: 6657 | Round Count: 7717
Red Player wins: 1060 | Yellow Player Wins: 6658 | Round Count: 7718
Red Player wins: 1060 | Yellow Player Wins: 6659 | Round Count: 7719
Red Player wins: 1060 | Yellow Player Wins: 6660 | Round Count: 7720
Red Player wins: 1060 | Yellow Player Wins: 6661 | Round Count: 7721
Red Player wins: 1060 | Yellow Player Wins: 6662 | Round Count: 7722
Red Player wins: 1060 | Yellow Player Wins: 6663 | Round Count: 7723
Red Player wins: 1061 | Yellow Player Wins: 6663 | Round Count: 7724
Red Player wins: 1061 | Yellow Player Wins: 6664 | Round Count: 7725
Red Player wins: 1061 | Yellow Player Wins: 6665 | Round Count: 7726
Red Player wins: 1061 | Yellow Player Wins: 6666 | Round Count: 7727
Red Player wins: 1061 | Yellow Player Wins: 6667 | Round Count: 7728
Red Player wins: 1061 | Yellow Player Wins: 6668 | Round Count: 7729
Red Player wins: 1061 | Yellow Player Wins: 6669 | Round Count: 7730
Red Player wins: 1061 | Yellow Player Wins: 6670 | Round Count: 7731
Red Player wins: 1061 | Yellow Player Wins: 6671 | Round Count: 7732
Red Player wins: 1061 | Yellow Player Wins: 6672 | Round Count: 7733
Red Player wins: 1061 | Yellow Player Wins: 6673 | Round Count: 7734
Red Player wins: 1061 | Yellow Player Wins: 6674 | Round Count: 7735
Red Player wins: 1061 | Yellow Player Wins: 6675 | Round Count: 7736
Red Player wins: 1062 | Yellow Player Wins: 6675 | Round Count: 7737
Red Player wins: 1062 | Yellow Player Wins: 6676 | Round Count: 7738
Red Player wins: 1062 | Yellow Player Wins: 6677 | Round Count: 7739
Red Player wins: 1062 | Yellow Player Wins: 6678 | Round Count: 7740
Red Player wins: 1062 | Yellow Player Wins: 6679 | Round Count: 7741
Red Player wins: 1062 | Yellow Player Wins: 6680 | Round Count: 7742
Red Player wins: 1063 | Yellow Player Wins: 6680 | Round Count: 7743
Red Player wins: 1063 | Yellow Player Wins: 6681 | Round Count: 7744
Red Player wins: 1064 | Yellow Player Wins: 6681 | Round Count: 7745
Red Player wins: 1065 | Yellow Player Wins: 6681 | Round Count: 7746
Red Player wins: 1066 | Yellow Player Wins: 6681 | Round Count: 7747
Red Player wins: 1066 | Yellow Player Wins: 6682 | Round Count: 7748
Red Player wins: 1066 | Yellow Player Wins: 6683 | Round Count: 7749
Red Player wins: 1066 | Yellow Player Wins: 6684 | Round Count: 7750
Red Player wins: 1066 | Yellow Player Wins: 6685 | Round Count: 7751
Red Player wins: 1066 | Yellow Player Wins: 6686 | Round Count: 7752
Red Player wins: 1066 | Yellow Player Wins: 6687 | Round Count: 7753
Red Player wins: 1066 | Yellow Player Wins: 6688 | Round Count: 7754
Red Player wins: 1066 | Yellow Player Wins: 6689 | Round Count: 7755
Red Player wins: 1067 | Yellow Player Wins: 6689 | Round Count: 7756
Red Player wins: 1067 | Yellow Player Wins: 6690 | Round Count: 7757
Red Player wins: 1067 | Yellow Player Wins: 6691 | Round Count: 7758
Red Player wins: 1067 | Yellow Player Wins: 6692 | Round Count: 7759
Red Player wins: 1067 | Yellow Player Wins: 6693 | Round Count: 7760
Red Player wins: 1067 | Yellow Player Wins: 6694 | Round Count: 7761
Red Player wins: 1067 | Yellow Player Wins: 6695 | Round Count: 7762
Red Player wins: 1068 | Yellow Player Wins: 6695 | Round Count: 7763
Red Player wins: 1069 | Yellow Player Wins: 6695 | Round Count: 7764
Red Player wins: 1069 | Yellow Player Wins: 6696 | Round Count: 7765
Red Player wins: 1069 | Yellow Player Wins: 6697 | Round Count: 7766
